SectionID,SectionName,SectionTrace
921,"San Andreas (North Coast) 2011 CFM, Subsection 23","[[-123.49981, 38.78325, 0.0], [-123.52247, 38.8078, 0.0], [-123.53592, 38.8221, 0.0]]"
2489,"San Andreas (North Coast) 2011 CFM, Subsection 24","[[-123.53592, 38.8221, 0.0], [-123.57234, 38.86079, 0.0]]"
167,"San Andreas (North Coast) 2011 CFM, Subsection 25","[[-123.57234, 38.86079, 0.0], [-123.59011, 38.87964, 0.0], [-123.60727, 38.90029, 0.0]]"
630,"San Andreas (North Coast) 2011 CFM, Subsection 26","[[-123.60727, 38.90029, 0.0], [-123.64077, 38.94056, 0.0]]"
482,"San Andreas (North Coast) 2011 CFM, Subsection 27","[[-123.64077, 38.94056, 0.0], [-123.67431, 38.98082, 0.0]]"
316,"San Andreas (North Coast) 2011 CFM, Subsection 28","[[-123.67431, 38.98082, 0.0], [-123.6909, 39.00072, 0.0], [-123.70754, 39.02124, 0.0]]"
1031,"San Andreas (North Coast) 2011 CFM, Subsection 29","[[-123.70754, 39.02124, 0.0], [-123.7299, 39.04879, 0.0], [-123.73896, 39.0625, 0.0]]"
2601,"San Andreas (North Coast) 2011 CFM, Subsection 30","[[-123.73896, 39.0625, 0.0], [-123.76719, 39.10517, 0.0]]"
1431,"San Andreas (North Coast) 2011 CFM, Subsection 31","[[-123.76719, 39.10517, 0.0], [-123.79545, 39.14784, 0.0]]"
521,"San Andreas (Offshore) 2011 CFM, Subsection 0","[[-123.79545, 39.14784, 0.0], [-123.81526, 39.19439, 0.0]]"
1462,"San Andreas (Offshore) 2011 CFM, Subsection 1","[[-123.81526, 39.19439, 0.0], [-123.81909, 39.20339, 0.0], [-123.83596, 39.2407, 0.0]]"
2376,"San Andreas (Offshore) 2011 CFM, Subsection 2","[[-123.83596, 39.2407, 0.0], [-123.85536, 39.28352, 0.0], [-123.85614, 39.2871, 0.0]]"
1173,"San Andreas (Offshore) 2011 CFM, Subsection 3","[[-123.85614, 39.2871, 0.0], [-123.86533, 39.3291, 0.0], [-123.86877, 39.33494, 0.0]]"
1823,"San Andreas (Offshore) 2011 CFM, Subsection 4","[[-123.86877, 39.33494, 0.0], [-123.89511, 39.37952, 0.0]]"
2219,"San Andreas (Offshore) 2011 CFM, Subsection 5","[[-123.89511, 39.37952, 0.0], [-123.90591, 39.39779, 0.0], [-123.91415, 39.426, 0.0]]"
283,"San Andreas (Offshore) 2011 CFM, Subsection 6","[[-123.91415, 39.426, 0.0], [-123.92813, 39.47381, 0.0]]"
2397,"San Andreas (Offshore) 2011 CFM, Subsection 7","[[-123.92813, 39.47381, 0.0], [-123.92999, 39.48017, 0.0], [-123.94392, 39.52128, 0.0]]"
41,"San Andreas (Offshore) 2011 CFM, Subsection 8","[[-123.94392, 39.52128, 0.0], [-123.94736, 39.53142, 0.0], [-123.95242, 39.56976, 0.0]]"
1760,"San Andreas (Offshore) 2011 CFM, Subsection 9","[[-123.95242, 39.56976, 0.0], [-123.95886, 39.61852, 0.0]]"
676,"San Andreas (Offshore) 2011 CFM, Subsection 10","[[-123.95886, 39.61852, 0.0], [-123.962, 39.64229, 0.0], [-123.97089, 39.66646, 0.0]]"
760,"San Andreas (Offshore) 2011 CFM, Subsection 11","[[-123.97089, 39.66646, 0.0], [-123.98826, 39.71361, 0.0]]"
1574,"San Andreas (Offshore) 2011 CFM, Subsection 12","[[-123.98826, 39.71361, 0.0], [-123.99692, 39.73711, 0.0], [-124.00222, 39.76136, 0.0]]"
337,"San Andreas (Offshore) 2011 CFM, Subsection 13","[[-124.00222, 39.76136, 0.0], [-124.0128, 39.80969, 0.0]]"
289,"San Andreas (Offshore) 2011 CFM, Subsection 14","[[-124.0128, 39.80969, 0.0], [-124.01806, 39.83372, 0.0], [-124.02399, 39.85794, 0.0]]"
395,"San Andreas (Offshore) 2011 CFM, Subsection 15","[[-124.02399, 39.85794, 0.0], [-124.03579, 39.90611, 0.0]]"
2144,"San Andreas (Offshore) 2011 CFM, Subsection 16","[[-124.03579, 39.90611, 0.0], [-124.0403, 39.92449, 0.0], [-124.05516, 39.95257, 0.0]]"
2209,"San Andreas (Offshore) 2011 CFM, Subsection 17","[[-124.05516, 39.95257, 0.0], [-124.07922, 39.99799, 0.0]]"
1707,"San Andreas (Offshore) 2011 CFM, Subsection 18","[[-124.07922, 39.99799, 0.0], [-124.08612, 40.01099, 0.0], [-124.11186, 40.03988, 0.0]]"
463,"San Andreas (Offshore) 2011 CFM, Subsection 19","[[-124.11186, 40.03988, 0.0], [-124.14798, 40.08036, 0.0]]"
2431,"San Andreas (Offshore) 2011 CFM, Subsection 20","[[-124.14798, 40.08036, 0.0], [-124.15413, 40.08725, 0.0], [-124.19389, 40.11425, 0.0]]"
1177,"San Andreas (Offshore) 2011 CFM, Subsection 21","[[-124.19389, 40.11425, 0.0], [-124.24184, 40.14677, 0.0]]"
154,"San Andreas (Offshore) 2011 CFM, Subsection 22","[[-124.24184, 40.14677, 0.0], [-124.25098, 40.15296, 0.0], [-124.29229, 40.177, 0.0]]"
1582,"San Andreas (Offshore) 2011 CFM, Subsection 23","[[-124.29229, 40.177, 0.0], [-124.34336, 40.20667, 0.0]]"
1449,"Mendocino, Subsection 0","[[-124.34336, 40.20667, 0.0], [-124.38337, 40.23908, 0.0]]"
1074,"Mendocino, Subsection 1","[[-124.38337, 40.23908, 0.0], [-124.41191, 40.26217, 0.0], [-124.42687, 40.26796, 0.0]]"
536,"Mendocino, Subsection 2","[[-124.42687, 40.26796, 0.0], [-124.47894, 40.2881, 0.0]]"
233,"Mendocino, Subsection 3","[[-124.47894, 40.2881, 0.0], [-124.53104, 40.30823, 0.0]]"
2012,"Mendocino, Subsection 4","[[-124.53104, 40.30823, 0.0], [-124.58317, 40.32832, 0.0]]"
448,"Mendocino, Subsection 5","[[-124.58317, 40.32832, 0.0], [-124.63533, 40.3484, 0.0]]"
1481,"Mendocino, Subsection 6","[[-124.63533, 40.3484, 0.0], [-124.68753, 40.36845, 0.0]]"
2190,"Mendocino, Subsection 7","[[-124.68753, 40.36845, 0.0], [-124.696, 40.3717, 0.0], [-124.74489, 40.37387, 0.0]]"
1506,"Mendocino, Subsection 8","[[-124.74489, 40.37387, 0.0], [-124.80326, 40.37643, 0.0]]"
2566,"Mendocino, Subsection 9","[[-124.80326, 40.37643, 0.0], [-124.86163, 40.37896, 0.0]]"
781,"Mendocino, Subsection 10","[[-124.86163, 40.37896, 0.0], [-124.92001, 40.38146, 0.0]]"
1775,"Mendocino, Subsection 11","[[-124.92001, 40.38146, 0.0], [-124.97839, 40.38393, 0.0]]"
459,"Mendocino, Subsection 12","[[-124.97839, 40.38393, 0.0], [-125.03678, 40.38638, 0.0]]"
524,"Mendocino, Subsection 13","[[-125.03678, 40.38638, 0.0], [-125.09517, 40.38879, 0.0]]"
62,"Mendocino, Subsection 14","[[-125.09517, 40.38879, 0.0], [-125.15356, 40.39117, 0.0]]"
2019,"Mendocino, Subsection 15","[[-125.15356, 40.39117, 0.0], [-125.21196, 40.39353, 0.0]]"
1027,"Mendocino, Subsection 16","[[-125.21196, 40.39353, 0.0], [-125.27036, 40.39586, 0.0]]"
2557,"Mendocino, Subsection 17","[[-125.27036, 40.39586, 0.0], [-125.32877, 40.39815, 0.0]]"
2323,"Mendocino, Subsection 18","[[-125.32877, 40.39815, 0.0], [-125.35406, 40.39914, 0.0], [-125.38719, 40.40029, 0.0]]"
11,"Mendocino, Subsection 19","[[-125.38719, 40.40029, 0.0], [-125.44562, 40.40229, 0.0]]"
311,"Mendocino, Subsection 20","[[-125.44562, 40.40229, 0.0], [-125.50405, 40.40427, 0.0]]"
2210,"Mendocino, Subsection 21","[[-125.50405, 40.40427, 0.0], [-125.56248, 40.40621, 0.0]]"
577,"Mendocino, Subsection 22","[[-125.56248, 40.40621, 0.0], [-125.62092, 40.40813, 0.0]]"
1897,"Mendocino, Subsection 23","[[-125.62092, 40.40813, 0.0], [-125.67937, 40.41002, 0.0]]"
2156,"Mendocino, Subsection 24","[[-125.67937, 40.41002, 0.0], [-125.73781, 40.41187, 0.0]]"
2031,"Mendocino, Subsection 25","[[-125.73781, 40.41187, 0.0], [-125.79626, 40.4137, 0.0]]"
1851,"Mendocino, Subsection 26","[[-125.79626, 40.4137, 0.0], [-125.841, 40.41508, 0.0], [-125.85472, 40.41504, 0.0]]"
1693,"Mendocino, Subsection 27","[[-125.85472, 40.41504, 0.0], [-125.91322, 40.41484, 0.0]]"
1013,"Mendocino, Subsection 28","[[-125.91322, 40.41484, 0.0], [-125.97172, 40.41461, 0.0]]"
890,"Mendocino, Subsection 29","[[-125.97172, 40.41461, 0.0], [-126.03022, 40.41435, 0.0]]"
1593,"Mendocino, Subsection 30","[[-126.03022, 40.41435, 0.0], [-126.08872, 40.41406, 0.0]]"
2251,"San Cayetano, Subsection 0","[[-118.762, 34.4361, 0.0], [-118.831, 34.4047, 0.0], [-118.865, 34.4021, 0.0], [-118.86658, 34.4026, 0.0]]"
632,"San Cayetano, Subsection 1","[[-118.86658, 34.4026, 0.0], [-118.91304, 34.41725, 0.0], [-118.92385, 34.42704, 0.0], [-118.92791, 34.44946, 0.0], [-118.94363, 34.44841, 0.0], [-118.94766, 34.44521, 0.0]]"
18,"San Cayetano, Subsection 2","[[-118.94766, 34.44521, 0.0], [-118.97685, 34.4221, 0.0], [-119.00752, 34.42178, 0.0], [-119.03671, 34.42294, 0.0], [-119.05023, 34.42678, 0.0]]"
1651,"San Cayetano, Subsection 3","[[-119.05023, 34.42678, 0.0], [-119.08182, 34.43573, 0.0], [-119.10376, 34.43289, 0.0], [-119.15906, 34.44997, 0.0]]"
562,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 17","[[-119.20049, 34.45092, 0.0], [-119.16579, 34.47005, 0.0]]"
764,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 16","[[-119.24035, 34.44098, 0.0], [-119.20226, 34.44994, 0.0], [-119.20049, 34.45092, 0.0]]"
1185,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 15","[[-119.28048, 34.43153, 0.0], [-119.24035, 34.44098, 0.0]]"
2384,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 14","[[-119.32162, 34.42614, 0.0], [-119.28778, 34.42981, 0.0], [-119.28048, 34.43153, 0.0]]"
30,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 13","[[-119.36303, 34.4219, 0.0], [-119.34562, 34.42353, 0.0], [-119.32162, 34.42614, 0.0]]"
594,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 12","[[-119.40448, 34.41801, 0.0], [-119.36303, 34.4219, 0.0]]"
1403,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 11","[[-119.44521, 34.42076, 0.0], [-119.4261, 34.41598, 0.0], [-119.40448, 34.41801, 0.0]]"
1586,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 10","[[-119.48566, 34.42868, 0.0], [-119.47137, 34.4273, 0.0], [-119.44521, 34.42076, 0.0]]"
219,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 9","[[-119.5271, 34.43275, 0.0], [-119.51036, 34.43107, 0.0], [-119.48566, 34.42868, 0.0]]"
5,"Pitas Point (Lower)-Montalvo, Subsection 0","[[-119.47752, 34.17157, 0.4], [-119.57209, 34.15449, 0.4], [-119.63939, 34.15026, 0.4], [-119.63951, 34.15027, 0.4]]"
2140,"Pitas Point (Lower)-Montalvo, Subsection 1","[[-119.63951, 34.15027, 0.4], [-119.68338, 34.15547, 0.4], [-119.80253, 34.16794, 0.4]]"
1959,"Pitas Point (Lower West), Subsection 0","[[-119.77574, 34.23377, 1.5], [-119.83201, 34.26542, 1.5], [-119.88697, 34.2808, 1.5]]"
17,"Pitas Point (Lower West), Subsection 1","[[-119.88697, 34.2808, 1.5], [-119.91174, 34.28773, 1.5], [-119.97836, 34.3044, 1.5], [-120.00629, 34.29455, 1.5]]"
1520,"Los Alamos extension, Subsection 1","[[-119.97328, 34.60819, 0.0], [-119.92233, 34.5945, 0.0], [-119.8734, 34.5556, 0.0]]"
1038,"Los Alamos extension, Subsection 0","[[-120.08898, 34.63918, 0.0], [-119.97328, 34.60819, 0.0]]"
149,"Los Alamos 2011 CFM, Subsection 2","[[-120.16017, 34.69501, 0.0], [-120.13519, 34.67907, 0.0], [-120.08999, 34.63919, 0.0]]"
384,"Los Alamos 2011 CFM, Subsection 1","[[-120.24357, 34.73467, 0.0], [-120.20994, 34.72672, 0.0], [-120.16017, 34.69501, 0.0]]"
2430,"Los Alamos 2011 CFM, Subsection 0","[[-120.33777, 34.75688, 0.0], [-120.24357, 34.73467, 0.0]]"
2528,"San Andreas (North Coast) 2011 CFM, Subsection 14","[[-123.15761, 38.44438, 0.0], [-123.19692, 38.48118, 0.0]]"
2207,"San Andreas (North Coast) 2011 CFM, Subsection 15","[[-123.19692, 38.48118, 0.0], [-123.21689, 38.49986, 0.0], [-123.23573, 38.5183, 0.0]]"
2520,"San Andreas (North Coast) 2011 CFM, Subsection 16","[[-123.23573, 38.5183, 0.0], [-123.26219, 38.54419, 0.0], [-123.27407, 38.55575, 0.0]]"
2042,"San Andreas (North Coast) 2011 CFM, Subsection 17","[[-123.27407, 38.55575, 0.0], [-123.31036, 38.59103, 0.0], [-123.31246, 38.59317, 0.0]]"
1658,"San Andreas (North Coast) 2011 CFM, Subsection 18","[[-123.31246, 38.59317, 0.0], [-123.34984, 38.63122, 0.0]]"
2411,"Rinconada 2011 CFM, Subsection 16","[[-120.80967, 35.71668, 0.0], [-120.77841, 35.6883, 0.0]]"
1094,"Rinconada 2011 CFM, Subsection 17","[[-120.77841, 35.6883, 0.0], [-120.77665, 35.6867, 0.0], [-120.74369, 35.66276, 0.0]]"
2576,"Rinconada 2011 CFM, Subsection 18","[[-120.74369, 35.66276, 0.0], [-120.71813, 35.64417, 0.0], [-120.71208, 35.63524, 0.0]]"
1284,"Rinconada 2011 CFM, Subsection 19","[[-120.71208, 35.63524, 0.0], [-120.68953, 35.60187, 0.0]]"
849,"Rinconada 2011 CFM, Subsection 20","[[-120.68953, 35.60187, 0.0], [-120.6697, 35.57253, 0.0], [-120.66725, 35.5684, 0.0]]"
525,"Rinconada 2011 CFM, Subsection 21","[[-120.66725, 35.5684, 0.0], [-120.64689, 35.53412, 0.0]]"
1291,"Rinconada 2011 CFM, Subsection 22","[[-120.64689, 35.53412, 0.0], [-120.63578, 35.51539, 0.0], [-120.63003, 35.49877, 0.0]]"
1446,"Rinconada 2011 CFM, Subsection 23","[[-120.63003, 35.49877, 0.0], [-120.61787, 35.46358, 0.0], [-120.61709, 35.46221, 0.0]]"
1570,"Rinconada 2011 CFM, Subsection 24","[[-120.61709, 35.46221, 0.0], [-120.59734, 35.42771, 0.0]]"
1941,"Rinconada 2011 CFM, Subsection 25","[[-120.59734, 35.42771, 0.0], [-120.58937, 35.41377, 0.0], [-120.57515, 35.39426, 0.0]]"
1630,"Rinconada 2011 CFM, Subsection 26","[[-120.57515, 35.39426, 0.0], [-120.5607, 35.37442, 0.0], [-120.54961, 35.36246, 0.0]]"
2277,"Rinconada 2011 CFM, Subsection 27","[[-120.54961, 35.36246, 0.0], [-120.52145, 35.3321, 0.0]]"
611,"Rinconada 2011 CFM, Subsection 28","[[-120.52145, 35.3321, 0.0], [-120.49332, 35.30173, 0.0]]"
2176,"Oceanic - West Huasna, Subsection 10","[[-120.54297, 35.22752, 0.0], [-120.57008, 35.25657, 0.0]]"
2390,"Oceanic - West Huasna, Subsection 9","[[-120.51709, 35.19777, 0.0], [-120.52673, 35.2101, 0.0], [-120.54297, 35.22752, 0.0]]"
1358,"Holser alt 1, Subsection 2","[[-118.59091, 34.43167, 0.0], [-118.51295, 34.40599, 0.0]]"
2304,"Holser alt 1, Subsection 1","[[-118.6709, 34.4498, 0.0], [-118.64267, 34.44868, 0.0], [-118.59091, 34.43167, 0.0]]"
919,"Holser alt 1, Subsection 0","[[-118.75333, 34.43862, 0.0], [-118.73447, 34.43862, 0.0], [-118.6741, 34.44993, 0.0], [-118.6709, 34.4498, 0.0]]"
218,"Oak Ridge (Onshore), Subsection 4","[[-118.82598, 34.3842, 1.0], [-118.81043, 34.38502, 1.0], [-118.77422, 34.40132, 1.0], [-118.7227, 34.39777, 1.0]]"
294,"Oak Ridge (Onshore), Subsection 3","[[-118.93236, 34.36927, 1.0], [-118.88049, 34.38133, 1.0], [-118.82598, 34.3842, 1.0]]"
938,"Oak Ridge (Onshore), Subsection 2","[[-119.03877, 34.35245, 1.0], [-118.95891, 34.36309, 1.0], [-118.93236, 34.36927, 1.0]]"
182,"Pilarcitos 2011 CFM, Subsection 0","[[-122.16225, 37.31225, 0.0], [-122.20141, 37.33987, 0.0]]"
1123,"Pilarcitos 2011 CFM, Subsection 1","[[-122.20141, 37.33987, 0.0], [-122.2164, 37.35044, 0.0], [-122.23719, 37.37011, 0.0]]"
101,"Pilarcitos 2011 CFM, Subsection 2","[[-122.23719, 37.37011, 0.0], [-122.25534, 37.38728, 0.0], [-122.2733, 37.40012, 0.0]]"
561,"Pilarcitos 2011 CFM, Subsection 3","[[-122.2733, 37.40012, 0.0], [-122.31227, 37.42796, 0.0]]"
2101,"Pilarcitos 2011 CFM, Subsection 4","[[-122.31227, 37.42796, 0.0], [-122.34211, 37.44925, 0.0], [-122.34788, 37.45788, 0.0]]"
377,"Pilarcitos 2011 CFM, Subsection 5","[[-122.34788, 37.45788, 0.0], [-122.37248, 37.49464, 0.0]]"
725,"Pilarcitos 2011 CFM, Subsection 6","[[-122.37248, 37.49464, 0.0], [-122.39136, 37.52283, 0.0], [-122.40099, 37.52881, 0.0]]"
1320,"Pilarcitos 2011 CFM, Subsection 7","[[-122.40099, 37.52881, 0.0], [-122.44232, 37.55447, 0.0]]"
2538,"Pilarcitos 2011 CFM, Subsection 8","[[-122.44232, 37.55447, 0.0], [-122.48368, 37.58011, 0.0]]"
1047,"Pilarcitos 2011 CFM, Subsection 9","[[-122.48368, 37.58011, 0.0], [-122.49369, 37.58631, 0.0], [-122.52071, 37.60949, 0.0]]"
2374,"Pilarcitos 2011 CFM, Subsection 10","[[-122.52071, 37.60949, 0.0], [-122.55638, 37.64006, 0.0]]"
2337,"Point Reyes 2011 connector, Subsection 1","[[-122.6248, 37.71721, 0.0], [-122.65746, 37.75277, 0.0]]"
156,"Point Reyes 2011 connector, Subsection 2","[[-122.65746, 37.75277, 0.0], [-122.69015, 37.78831, 0.0]]"
4,"Point Reyes 2011 connector, Subsection 3","[[-122.69015, 37.78831, 0.0], [-122.71239, 37.81246, 0.0], [-122.72498, 37.82243, 0.0]]"
2436,"Point Reyes 2011 connector, Subsection 4","[[-122.72498, 37.82243, 0.0], [-122.76429, 37.85353, 0.0]]"
2069,"San Andreas (Santa Cruz Mts) 2011 CFM, Subsection 0","[[-122.00197, 37.17514, 0.0], [-121.97604, 37.15797, 0.0], [-121.94272, 37.13425, 0.0]]"
142,"San Andreas (Peninsula) 2011 CFM, Subsection 0","[[-122.00197, 37.17514, 0.0], [-122.0484, 37.21722, 0.0]]"
1608,"Ventura-Pitas Point, Subsection 3","[[-119.19355, 34.28371, 1.0], [-119.27443, 34.28354, 1.0]]"
20,"Ventura-Pitas Point, Subsection 2","[[-119.13409, 34.32721, 1.0], [-119.18801, 34.28372, 1.0], [-119.19355, 34.28371, 1.0]]"
83,"Ventura-Pitas Point, Subsection 1","[[-119.07614, 34.37387, 1.0], [-119.13409, 34.32721, 1.0]]"
818,"Ventura-Pitas Point, Subsection 0","[[-119.0089, 34.411, 1.0], [-119.07298, 34.37641, 1.0], [-119.07614, 34.37387, 1.0]]"
1871,"Santa Susana alt 1, Subsection 2","[[-118.67087, 34.34177, 0.0], [-118.70806, 34.35059, 0.0], [-118.76715, 34.35939, 0.0]]"
2243,"Santa Susana alt 1, Subsection 1","[[-118.57821, 34.31879, 0.0], [-118.58105, 34.32041, 0.0], [-118.61626, 34.32292, 0.0], [-118.63386, 34.33298, 0.0], [-118.67087, 34.34177, 0.0]]"
529,"Santa Susana alt 1, Subsection 0","[[-118.49553, 34.32418, 0.0], [-118.52319, 34.30532, 0.0], [-118.54583, 34.30029, 0.0], [-118.57821, 34.31879, 0.0]]"
2087,"Santa Susana East (connector), Subsection 0","[[-118.49552, 34.32418, 0.0], [-118.45299, 34.3268, 0.0], [-118.45077, 34.32533, 0.0]]"
24,"Santa Susana East (connector), Subsection 1","[[-118.45077, 34.32533, 0.0], [-118.41531, 34.3018, 0.0]]"
772,"San Gregorio (North) 2011 CFM, Subsection 14","[[-122.37986, 37.28196, 0.0], [-122.36936, 37.25544, 0.0], [-122.3572, 37.23486, 0.0]]"
1937,"San Gregorio (North) 2011 CFM, Subsection 15","[[-122.3572, 37.23486, 0.0], [-122.33019, 37.18912, 0.0]]"
138,"San Gregorio (North) 2011 CFM, Subsection 16","[[-122.33019, 37.18912, 0.0], [-122.31521, 37.16371, 0.0], [-122.30297, 37.14346, 0.0]]"
1405,"San Gregorio (North) 2011 CFM, Subsection 17","[[-122.30297, 37.14346, 0.0], [-122.27546, 37.09792, 0.0]]"
2100,"San Gregorio (North) 2011 CFM, Subsection 18","[[-122.27546, 37.09792, 0.0], [-122.26922, 37.08759, 0.0], [-122.2591, 37.04936, 0.0]]"
2164,"San Gregorio (North) 2011 CFM, Subsection 19","[[-122.2591, 37.04936, 0.0], [-122.24602, 36.9999, 0.0]]"
1828,"San Gregorio (North) 2011 CFM, Subsection 20","[[-122.24602, 36.9999, 0.0], [-122.24276, 36.98756, 0.0], [-122.2229, 36.9531, 0.0]]"
1012,"San Gregorio (North) 2011 CFM, Subsection 21","[[-122.2229, 36.9531, 0.0], [-122.20496, 36.92193, 0.0], [-122.1978, 36.90674, 0.0]]"
1875,"San Gregorio (North) 2011 CFM, Subsection 22","[[-122.1978, 36.90674, 0.0], [-122.17551, 36.85944, 0.0]]"
2226,"San Gregorio (South) 2011 CFM, Subsection 14","[[-122.15083, 36.80927, 0.0], [-122.15113, 36.80982, 0.0], [-122.17551, 36.85944, 0.0]]"
2138,"San Gregorio (South) 2011 CFM, Subsection 13","[[-122.12349, 36.75999, 0.0], [-122.12671, 36.76527, 0.0], [-122.15083, 36.80927, 0.0]]"
181,"San Gregorio (South) 2011 CFM, Subsection 12","[[-122.09397, 36.71154, 0.0], [-122.12349, 36.75999, 0.0]]"
1019,"San Gregorio (South) 2011 CFM, Subsection 11","[[-122.06983, 36.66138, 0.0], [-122.08064, 36.68964, 0.0], [-122.09397, 36.71154, 0.0]]"
507,"San Gregorio (South) 2011 CFM, Subsection 10","[[-122.04711, 36.61067, 0.0], [-122.06301, 36.64355, 0.0], [-122.06983, 36.66138, 0.0]]"
1573,"San Gregorio (South) 2011 CFM, Subsection 9","[[-122.02104, 36.56099, 0.0], [-122.03897, 36.59382, 0.0], [-122.04711, 36.61067, 0.0]]"
1064,"San Gregorio (South) 2011 CFM, Subsection 8","[[-121.99579, 36.51103, 0.0], [-122.01226, 36.54491, 0.0], [-122.02104, 36.56099, 0.0]]"
1699,"San Gregorio (South) 2011 CFM, Subsection 7","[[-121.9714, 36.4608, 0.0], [-121.99579, 36.51103, 0.0]]"
2229,"San Gregorio (South) 2011 CFM, Subsection 6","[[-121.94573, 36.41114, 0.0], [-121.94926, 36.41514, 0.0], [-121.9714, 36.4608, 0.0]]"
1020,"San Gregorio (South) 2011 CFM, Subsection 5","[[-121.90694, 36.36717, 0.0], [-121.94573, 36.41114, 0.0]]"
1001,"San Gregorio (South) 2011 CFM, Subsection 4","[[-121.86559, 36.32494, 0.0], [-121.88147, 36.33826, 0.0], [-121.90694, 36.36717, 0.0]]"
2250,"San Gregorio (South) 2011 CFM, Subsection 3","[[-121.81927, 36.28602, 0.0], [-121.86559, 36.32494, 0.0]]"
197,"San Gregorio (South) 2011 CFM, Subsection 2","[[-121.7733, 36.2469, 0.0], [-121.77425, 36.24816, 0.0], [-121.81927, 36.28602, 0.0]]"
778,"San Gregorio (South) 2011 CFM, Subsection 1","[[-121.73854, 36.20084, 0.0], [-121.7733, 36.2469, 0.0]]"
1673,"San Gregorio (South) 2011 CFM, Subsection 0","[[-121.70383, 36.15477, 0.0], [-121.73854, 36.20084, 0.0]]"
587,"Hosgri, Subsection 27","[[-121.68598, 36.10226, 0.0], [-121.727, 36.1462, 0.0]]"
2539,"Hosgri, Subsection 26","[[-121.645, 36.0583, 0.0], [-121.68598, 36.10226, 0.0]]"
880,"Hosgri, Subsection 25","[[-121.60407, 36.01433, 0.0], [-121.645, 36.0583, 0.0]]"
1961,"Hosgri, Subsection 24","[[-121.56318, 35.97035, 0.0], [-121.60407, 36.01433, 0.0]]"
2575,"Hosgri, Subsection 23","[[-121.51778, 35.9294, 0.0], [-121.561, 35.968, 0.0], [-121.56318, 35.97035, 0.0]]"
1723,"Hosgri, Subsection 22","[[-121.48051, 35.88398, 0.0], [-121.494, 35.8946, 0.0], [-121.517, 35.9287, 0.0], [-121.51778, 35.9294, 0.0]]"
164,"Hosgri, Subsection 21","[[-121.43149, 35.8459, 0.0], [-121.453, 35.8623, 0.0], [-121.48051, 35.88398, 0.0]]"
2560,"Hosgri, Subsection 20","[[-121.38347, 35.80701, 0.0], [-121.418, 35.8356, 0.0], [-121.43149, 35.8459, 0.0]]"
1260,"Hosgri, Subsection 19","[[-121.32981, 35.77395, 0.0], [-121.365, 35.7917, 0.0], [-121.38347, 35.80701, 0.0]]"
1410,"Hosgri, Subsection 18","[[-121.27947, 35.73743, 0.0], [-121.286, 35.7437, 0.0], [-121.319, 35.7685, 0.0], [-121.32981, 35.77395, 0.0]]"
2023,"Hosgri, Subsection 17","[[-121.2359, 35.69527, 0.0], [-121.241, 35.7005, 0.0], [-121.27947, 35.73743, 0.0]]"
175,"Hosgri, Subsection 16","[[-121.19387, 35.65211, 0.0], [-121.194, 35.6523, 0.0], [-121.2359, 35.69527, 0.0]]"
58,"Oceanic - West Huasna, Subsection 29","[[-121.17856, 35.66878, 0.0], [-121.21967, 35.68358, 0.0]]"
28,"Oceanic - West Huasna, Subsection 28","[[-121.13743, 35.65401, 0.0], [-121.15266, 35.65945, 0.0], [-121.17856, 35.66878, 0.0]]"
762,"Oceanic - West Huasna, Subsection 27","[[-121.09628, 35.6393, 0.0], [-121.13743, 35.65401, 0.0]]"
1097,"Oceanic - West Huasna, Subsection 26","[[-121.05525, 35.62444, 0.0], [-121.05588, 35.62484, 0.0], [-121.09628, 35.6393, 0.0]]"
2482,"Oceanic - West Huasna, Subsection 25","[[-121.01974, 35.60205, 0.0], [-121.05525, 35.62444, 0.0]]"
2480,"Sargent 2011 CFM, Subsection 7","[[-121.57625, 36.94842, 0.0], [-121.52609, 36.9166, 0.0]]"
909,"Sargent 2011 CFM, Subsection 6","[[-121.6265, 36.98016, 0.0], [-121.62556, 36.97964, 0.0], [-121.57625, 36.94842, 0.0]]"
908,"Sargent 2011 CFM, Subsection 5","[[-121.6794, 37.00905, 0.0], [-121.6265, 36.98016, 0.0]]"
410,"Sargent 2011 CFM, Subsection 4","[[-121.72657, 37.0437, 0.0], [-121.68031, 37.00954, 0.0], [-121.6794, 37.00905, 0.0]]"
